ACCE_ABSORB_COST	Kombinasyon maliyeti: %d
PICK_MONEY_TITLE	Toplam
POPUP_MESSAGE_CLIENT_VERSION_NOT_MATCH	Ýstemci sürümün eþleþmediði için oturumun kapatýldý. Lütfen sürümünü güncelle ve tekrar oturum aç.
POPUP_NOTICE_CHECKBOX_TEXT	Bugün artýk gösterme
PREMIUM_MEMBERSHIP_CANNOT_ADD_TIME_MESSAGE	Daha fazla süre ekleyemezsin.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_WON	Satýþa sunulan eþyalarýn, izin verilen toplam deðeri aþamaz.
PREMIUM_PRIVATE_ITEM_ADD_LIMIT_YANG	Satýþa sunulan eþyalarýn, izin verilen toplam deðeri aþamaz.
PREMIUM_PRIVATE_MODIFY_LIMIT_WON	Bu, 3.000 Won'dan fazla. Lütfen önce parayý al.
PREMIUM_PRIVATE_MODIFY_LIMIT_YANG	Bu, 2 milyar Yang'dan fazla. Lütfen önce parayý al.
PREMIUM_PRIVATE_SHOP_CANNOT_OPEN_MAP	Bunu bu haritada açamazsýn.
PREMIUM_PRIVATE_SHOP_CLOSE_QUESTIONG	Kiþisel dükkaný kapatmak istiyor musun?
PREMIUM_PRIVATE_SHOP_DURATION	Süre: %s
PREMIUM_PRIVATE_SHOP_MODIFY_STATE_OPEN_FAIL	Dükkan þu anda yönetildiði için þimdilik açýk deðil.
PREMIUM_PRIVATE_SHOP_NO_BUFF	Bu buton kiþisel premium dükkan içindir. Bunu kullanmak için Market'ten premium dükkaný almalýsýn.
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC1	Lütfen þifreni gir
PREMIUM_PRIVATE_SHOP_PASSWORD_DESC2	ve Premium dükkaný aç.
PREMIUM_PRIVATE_SHOP_PASSWORD_TITLE	Þifre
PREMIUM_PRIVATE_SHOP_POSITION	%s (%d,%d) - CH-%d
PREMIUM_PRIVATE_SHOP_REJECT_BUFF_MESSAGE	Daha fazla süre ekleyemezsin.
PREMIUM_PRIVATE_SHOP_USE_ITEM	"Kiþisel premium dükkan" eþyasýný kullanmak istiyor musun?
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_WON	3.000 Won'dan fazlasýna sahip olacaðýn için parayý alamazsýn.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_LIMIT_YANG	2 milyar Yang'dan fazlasýna sahip olacaðýn için parayý alamazsýn.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_NONE	Alabileceðin para yok.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_WON	Çekebileceðinden daha fazla Won yatýrdýn.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_OVERFLOW_YANG	Çekebileceðinden daha fazla Yang yatýrdýn.
PREMIUM_PRIVATE_TAX_ADJUSTMENT_WRONG_INPUT	Çok yüksek bir miktar girdiðin için parayý alamazsýn.
PRIVATESHOPSEARCH_ABLITY_POTION	Þebnem
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Ýnce Kumaþ
PRIVATESHOPSEARCH_ARMOR	Ekipman
PRIVATESHOPSEARCH_ARROW	Oklar
PRIVATESHOPSEARCH_BELL	Çanlar
PRIVATESHOPSEARCH_BELT	Kemer
PRIVATESHOPSEARCH_BLEND	Ýksirler
PRIVATESHOPSEARCH_BLOOD_PEARL	Kankýrmýzý Ýnci
PRIVATESHOPSEARCH_BLUE_PEARL	Mavi Ýnci
PRIVATESHOPSEARCH_BODY	Zýrhlar
PRIVATESHOPSEARCH_BOW	Yay
PRIVATESHOPSEARCH_BUYTIME	Seçilen nesneyi satýn almak ister misin?
PRIVATESHOPSEARCH_CLAW	Pençeler
PRIVATESHOPSEARCH_CLEAR_POTION	Özütler
PRIVATESHOPSEARCH_COSTUME	Kostümler
PRIVATESHOPSEARCH_COSTUMEBODY	Kostüm
PRIVATESHOPSEARCH_COSTUMEHAIR	Saç Stili
PRIVATESHOPSEARCH_COSTUME_ACCE	Omuz Kuþaklarý
PRIVATESHOPSEARCH_COSTUME_MOUNT	Binek
PRIVATESHOPSEARCH_CRYSTAL	Kristal
PRIVATESHOPSEARCH_DAGGER	Hançerler
PRIVATESHOPSEARCH_DEAD	ölü
PRIVATESHOPSEARCH_DETACHMENT	Taþ Sanatý Kitabý
PRIVATESHOPSEARCH_DIAMOND	Elmas
PRIVATESHOPSEARCH_DS	Ejderha Taþý Simyasý
PRIVATESHOPSEARCH_DS_BLACK	Oniks
PRIVATESHOPSEARCH_DS_BLUE	Safir
PRIVATESHOPSEARCH_DS_GREEN	Yeþim
PRIVATESHOPSEARCH_DS_RED	Yakut
PRIVATESHOPSEARCH_DS_WHITE	Elmas
PRIVATESHOPSEARCH_DS_YELLOW	Grena
PRIVATESHOPSEARCH_EAR	Küpeler
PRIVATESHOPSEARCH_FAN	Yelpaze
PRIVATESHOPSEARCH_FISH	Balýklar
PRIVATESHOPSEARCH_FOOTS	Ayakkabýlar
PRIVATESHOPSEARCH_GEM	Mücevherler
PRIVATESHOPSEARCH_GIFTBOX	Hediye Kutularý
PRIVATESHOPSEARCH_HEAD	Kasklar
PRIVATESHOPSEARCH_LIVE	canlý
PRIVATESHOPSEARCH_MATERIAL	Malzemeler
PRIVATESHOPSEARCH_METIN	Zihin Taþlarý
PRIVATESHOPSEARCH_NECK	Kolyeler
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Doðru paket olmadan nesne satýn alamazsýn.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Doðru paket olmadan nesne arayamazsýn.
PRIVATESHOPSEARCH_NEED_ITEM_NAME	Ýsim aranýyor
PRIVATESHOPSEARCH_NODELAY_POTION	HP Nesneleri
PRIVATESHOPSEARCH_ORE	Cevher
PRIVATESHOPSEARCH_PET	Pet Sistemi
PRIVATESHOPSEARCH_PETAGG	Pet Yumurtalarý
PRIVATESHOPSEARCH_PETSKILLBOOK	Pet Yetenek Kitaplarý
PRIVATESHOPSEARCH_PICK	Kazma
PRIVATESHOPSEARCH_POTION	Ýksirler
PRIVATESHOPSEARCH_QUEST	Görev
PRIVATESHOPSEARCH_QUIVER	Ok Çantasý
PRIVATESHOPSEARCH_RESOURCE	Nesne Geliþtirmesi
PRIVATESHOPSEARCH_ROD	Balýkçýlýk
PRIVATESHOPSEARCH_SELECTITEM	Bir eþya seç.
PRIVATESHOPSEARCH_SHIELD	Kalkanlar
PRIVATESHOPSEARCH_SKILLBOOK	Yetenek Kitaplarý
PRIVATESHOPSEARCH_SKILLFORGET	Unutkanlýk Kitabý
PRIVATESHOPSEARCH_SPECIAL	Diðer
PRIVATESHOPSEARCH_STONE	Enerji Parçasý
PRIVATESHOPSEARCH_SWORD	Tek El Kýlýçlar
PRIVATESHOPSEARCH_TREASUREBOX	Sandýklar
PRIVATESHOPSEARCH_TUNING	Parþömenler
PRIVATESHOPSEARCH_TWOSWORD	Çift El Kýlýçlar
PRIVATESHOPSEARCH_UNIQUE	Eþsiz
PRIVATESHOPSEARCH_USEITEM	Tüketim Nesneleri
PRIVATESHOPSEARCH_USESPECIAL	Diðer
PRIVATESHOPSEARCH_WEAPON	Silahlar
PRIVATESHOPSEARCH_WHITE_PEARL	Beyaz Ýnci
PRIVATESHOPSEARCH_WRIST	Bilezik
PRIVATE_SHOP_BUILD_BANNED_ZONE	Bu konumda dükkan açamazsýn.
PRIVATE_SHOP_CANNOT_SELL_ITEM	Bu eþyayý özel depoda satamazsýn.
PRIVATE_SHOP_CHECK_CHANGE_ITEM_COUNT	Kiþisel dükkanýndaki ürün sayýsý deðiþtirildi.\nLütfen sayýnýn istenilen miktara uygun olduðunu onayla.
PRIVATE_SHOP_CLOSE_QUESTION	Özel depoyu kapatmak istiyor musun?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Özel deponun ismi
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Fiyat
PRIVATE_SHOP_MAP_EXIT_BUTTON	Çýk
PRIVATE_SHOP_MAP_EXIT_QUESTION	Bu bölgeden çýkmak istiyor musun?
PRIVATE_SHOP_NEED_MONEY	Fiyata göre ara
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	Sonuç bulunamadý.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Aramak için bir eþya seç.
PRIV_EMPIRE_NOTICE_EXP_PCT	Alýnan EXP þu anda %%%s artýrýldý.
PRIV_EMPIRE_NOTICE_GOLD10_DROP	Yang yaðmuru düþme oraný þu anda %%%s artýrýlmýþ.
PRIV_EMPIRE_NOTICE_GOLD_DROP	Yang düþme oraný þu anda %%%s artýrýldý.
PRIV_EMPIRE_NOTICE_ITEM_DROP	Eþya düþürme oraný þu anda %%%s artýrýldý.
PVP_LEVEL0	Kahraman
PVP_LEVEL1	Soylu
PVP_LEVEL2	Ýyi
PVP_LEVEL3	Arkadaþça
PVP_LEVEL4	Tarafsýz
PVP_LEVEL5	Agresif
PVP_LEVEL6	Hileli
PVP_LEVEL7	Kötü Niyetli
PVP_LEVEL8	Zalim
PVP_MODE_GUILD	PvP - Lonca etkinleþtirildi
PVP_MODE_KILL	PvP - Serbest etkinleþtirildi
PVP_MODE_NORMAL	PvP - Barýþ etkinleþtirildi.
PVP_MODE_PROTECT	PvP - Koruma etkinleþtirildi.
PVP_MODE_REVENGE	PvP - Düþman etkinleþtirildi
PVP_OPTION_KILL	Serbest
PVP_OPTION_NORMAL	Barýþ
PVP_OPTION_PROTECT	Koruma
PVP_OPTION_REVENGE	Düþmanca
PVP_TOURNAMENT_DO_NOT_AUTO	PvP turnuvasý sýrasýnda otomatik saldýrýyý kullanamazsýn.
QUESTION_DIALOG_WITH_CHECK_BOX_CHECK_DESC	Tekrar sorma
QUEST_APPEND	Yeni görev geldi.
QUEST_HOUR	Saat
QUEST_MIN	Dk.
QUEST_SEC	Sn.
QUEST_TIMEOVER	Zaman doldu.
QUEST_UNLIMITED_TIME	Zaman sýnýrý yok.
QUEST_ZEROSEC	0 sn.
QUICKSLOT_REGISTER_DISABLE_ITEM	Bu nesne hýzlý eriþim alanýna eklenemez.
RAMADAN_EVENT_BREAD_MAX_COUNT	Maksimum simit sayýsýna sahipsin.
RAMADAN_EVENT_FIG_MAX_COUNT	Maksimum bereket meyvesi sayýsýna sahipsin.
RAMADAN_EVENT_GET_BREAD	1 simit aldýn.
RAMADAN_EVENT_GET_FIG	1 bereket meyvesi aldýn.
RAMADAN_EVENT_NOT_ENOUGH_BREAD	10 simide daha ihtiyacýn var.
RANKING	Rütbe
RANKING_BOARD_MEMBER	Üyeler
RECEIVE_MESSAGE	%s mesaj gönderdi.
REFINE_COST	Yükseltme bedeli: %d Yang
REFINE_DESTROY_WARNING	Eþya arýndýrýlýrken yok olabilir.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Bu nesneyi gerçekten yükseltmek istiyor musun?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Hata vermesi durumunda nesne yok olur. Devam etmek istiyor musun?
REFINE_DOWN_GRADE_WARNING	Eþyanýn arýndýrýlýrken deðeri düþebilir.
REFINE_DO_YOU_SEPARATE_METIN	Mevcut olan tüm zihin taþlarý çýkarýlsýn mý?
REFINE_ELEMENT_CHANGE_TEXT	%s þimdi %s elementine sahip!
REFINE_ELEMENT_DOWNGRADE_TEXT	Elementer sihiri seviyesi düþtü.
REFINE_ELEMENT_EXIST	Eþyanýn zaten baþka bir elementi var.
REFINE_ELEMENT_GRADE_MAX	Elementer sihiri için maksimum seviyeye zaten ulaþýldý.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Elementer sihiri sadece +7 ve üstü silahlar için mevcut.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Yetersiz Yang.
REFINE_ELEMENT_NOT_EXSIT	Bu eþya ile kullanýlamaz.
REFINE_ELEMENT_TEXT_DARK	Karanlýk +%d
REFINE_ELEMENT_TEXT_EARTH	Toprak +%d
REFINE_ELEMENT_TEXT_ELECT	Þimþek +%d
REFINE_ELEMENT_TEXT_FIRE	Ateþ +%d
REFINE_ELEMENT_TEXT_ICE	Buz +%d
REFINE_ELEMENT_TEXT_WIND	Rüzgar +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Elementer sihiri baþarýsýz!
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Elementer sihiri baþarýlý!
REFINE_FAILURE	Tüh, olmadý. Beceremedik.
REFINE_FAILURE_CAN_NOT_ATTACH0	Bu nesneye %s katamazsýn.
REFINE_FAILURE_DEL_ITEM	Arýndýrma baþarýlý olmadý. Nesne yok oldu.
REFINE_FAILURE_EQUIP_ITEM	Kullanýlmakta olan nesneleri geliþtiremezsin.
REFINE_FAILURE_GEM_SELECT_WINDOW_OPENED	Bu pencere açýkken zihin taþlarýný kullanamazsýn.
REFINE_FAILURE_GRADE_DOWN	Arýndýrma baþarýlý olmadý. Nesnenin derecesi düþtü.
REFINE_FAILURE_KEEP_GRADE	Arýndýrma baþarýsýz sonuçlandý.\nNeyse ki nesneye bir þey olmadý.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Çýkarabileceðiniz zihin taþý yok.
REFINE_FAILURE_NEED_BETTER_SCROLL	Daha iyi bir yükseltme Rolesine ihtiyacýnýz var.
REFINE_FAILURE_NO_GOLD_SOCKET	Burada %s eklemek için altýn yuva yok.
REFINE_FAILURE_NO_MORE_REINFORCE	Daha fazla güçlenemezsin.
REFINE_FAILURE_NO_MORE_SOCKET	Daha fazla slot ekleyemezsin.
REFINE_FAILURE_NO_SOCKET0	%s eklemek için boþ slot yok.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Bu nesneye slot ekleyemezsin.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Bu nesne yükseltilemez.
REFINE_POPUP_NO_DOWNGRADE_MESSAGE	Geliþtirilmiþ olan eþya yok edilemez veya deðeri düþürülemez.
REFINE_QUESTION_CONFIRM	Devam etmek istiyor musun?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Geliþtirme baþarýsýz olursa, seviye, set etkileri için minimumun altýna düþer ve bundan dolayý set etkisi kaldýrýrlýr.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Eþyayý geliþtirirsen, set etkisi kaldýrýlýr.
REFINE_SUCCESS	Nesnenin yükseltilmesi baþarýyla tamamlandý.
REFINE_SUCCESS_PROBALITY	Yükseltme þansý %%%d
REFINE_WARNING2	Bu geliþtirmeye devam etmek istiyor musun?
REPURCHASE_SHOP_CHEQUE_SYSTEM_SELL_PRICE	[Fiyat]
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_1	%s
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_2	%s, %s adet
REPURCHASE_SHOP_DO_YOU_BUY_ITEM_3	%s karþýlýðýnda geri almak istiyor musun?
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_1	1. Tüccara sattýðýn ürünler geri alým listesine eklenecektir.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_2	2. Listede yer alan eþyaya týklayarak geri satýn alabilirsin.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_3	3. Farklý bir bölgeye seyahat ettiðinde, oturumu kapattýðýnda veya karakter deðiþtirdiðinde liste otomatik olarak temizlenecektir.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_4	4. Liste doluysa ve baþka bir eþya satarsan, listeden en eski eþya kaldýrýlacaktýr.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_5	5. Süresi olan eþyalar kalan süreleri dolduðunda listeden kaldýrýlýr.
REPURCHASE_SHOP_HELP_TOOLTIP_DESC_6	6. Belirli bir sayýda geri alým iþlemini aþarsan, daha fazlasýný yapabilmek için beklemen gerekir.
REPURCHASE_SHOP_HELP_TOOLTIP_TITLE	Geri alým
REPURCHASE_SHOP_INVALID_ITEM	Bu eþya geri alým listesinde yer almýyor.
REPURCHASE_SHOP_NOT_ENOUGH_COOLDOWN	Lütfen daha sonra tekrar dene.
REPURCHASE_SHOP_NOT_ENOUGH_INVENTORY	Envanterde yeterli alan yok.
REPURCHASE_SHOP_NOT_ENOUGH_YANG	Yeterli Yang'ýn yok.
REQUEST_DROP_ITEM_DONT_DROP	Bu eþyayý çöpe atamazsýn.
REQUEST_DROP_ITEM_TRY_AGAIN_LATER	Lütfen daha sonra tekrar dene.
RESTART_HERE_BUTTON_TEXT_SUNGMAHEE_GATE	Canlandýrma
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Öldün. \nElementer dünyasýndan geri dön!
RESTART_POPUP_GIVEUP_GOLDEN_LAND_STAGE	Öldüðünde Altýn Topraklar’a geri ýþýnlanýrsýn.\n\n Ýpucu: Bir patlatýcý koruma bileti kullanarak patlayýcý kulenin seni öldürmesini engelleyebilirsin.\n
RESTART_POPUP_GIVEUP_MIST_ISLAND	Beþ Tapýnaðýn Savaþý'nda þehit düþtün.\n Þimdi köyüne geri dönüyorsun.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Karakterin öldü. \nYakýnda þehre ýþýnlanacaksýn.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	Aðýr bir maðlubiyet! Yolun sonu.
RESTART_POPUP_RESTART_HERE_SUNGMAHEE_GATE	Aktif bir Fýrtýna/Güç Çiçeði efektiyle kendini anýnda diriltebilirsin.\n\nAksi halde bu bölgedeki tesadüfi bir yerde yeniden dirileceksin.
REVIVE_QUESTION	%s Adlý oyuncuyu diriltmek istiyor musun? Uyanýþ prizmasý sayýsý: %d adet
REVIVE_SELF_QUESTION	Diriltme iþlemini yapmak istiyor musun? Uyanýþ prizmasý sayýsý: %d adet
ROULETTE_REWARD_TEXT	Nesne alýndý
SAFEBOX_ERROR	Yanlýþ þifre girdin.
SAFEBOX_NEED_CHANGE_PASSWORD	Þifrenin süresi doldu.\nLütfen yeni bir þifre seç.
SAFEBOX_SELL_DISABLE_SAFEITEM	Korumalý nesneleri satamazsýnýz.
SAFEBOX_UNAVILABLE_PASSWORD_01	Bu þifreyi artýk kullanamazsýn.
SAFEBOX_UNAVILABLE_PASSWORD_02	Þifren en az %d karakter içermelidir.
SAFEBOX_UNAVILABLE_PASSWORD_03	Güncel þifreni girdin. Lütfen yeni bir þifre seç.
SAFEBOX_UNAVILABLE_PASSWORD_04	Þifren %d eþit veya ardýþýk sayý içeremez.
SAFEBOX_UNAVILABLE_PASSWORD_05	Özel karakterler kullanýlamaz. Ýzin verilen karakterler: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Þifre ayný olmalý.
SCREENSHOT_SAVE1	Ekran Görüntüsü
SCREENSHOT_SAVE2	Dosyasý Kaydedildi
SCREENSHOT_SAVE_FAILURE	Ekran görüntüsü kaydý yapýlamadý.
SEAL_SCROLL_USE_SUCCESS	%s baþarýyla ruha baðlý oldu.
SECOND	sn
SECOND_CONFIRM_PET_FEED_QUESTION_1	Eþyan, %d veya daha fazla bonusa sahip.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Bunu petine yedirmek istediðine emin misin?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Eþyan, %d veya daha fazla bonusa sahip.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Bunu satmak istediðine emin misin?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	Enigma Tapýnaðý'na girmek ister misin?\nBu durumda günlük ödül alamazsýn (Kalan süre: %s)
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	Enigma Tapýnaðý'na girmek ister misin?\nBir günlük ödül alabilirsin.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Girmezsen gruptan ayrýlmalýsýn.\nGirmek istiyor musun?
SECRET_DUNGEON_ENTER_LIMIT_TIME	Girmek için kalan süre: %d saniye
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	Bir Enigma Tapýnaðý aþamasý oluþturuldu. Girmek istiyor musun?\nBu durumda günlük ödül alamazsýn (Kalan süre: %s)
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	Bir Enigma Tapýnaðý aþamasý oluþturuldu. Girmek istiyor musun?\nBir günlük ödül alabilirsin.
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	Girmeyi reddettin.
SECRET_DUNGEON_ENTER_QUESTION_NO	Hayýr
SECRET_DUNGEON_ENTER_QUESTION_YES	Evet
SELECT_ATTR_NOTICE	Efsun Nesnesi+ kullanýrken özel dükkan açamazsýn.
SELECT_ATTR_NOT_OPEN	Özel dükkan açýkken Efsun Nesnesi+ kullanamazsýn.
SELECT_ATTR_NOT_SELECT	Bonuslar kalsýn mý yoksa takas mý edersin?
SELECT_CAN_NOT_DELETE	Karakteri silemezsin.
SELECT_CAN_NOT_DELETE_ATTR67	Bir bonus eklendiðinde\n karakterini silemezsin.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	O bir lonca üyesi olduðu sürece karakterini silemezsin.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Ruha baðlý eþyalara sahip olduðu için karakterini silemezsin.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Deponda eþyalar olduðu için tek karakterini silemezsin.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Karakterini maksimum seviye 119'a kadar silebilirsin.
SELECT_CAN_NOT_DELETE_MARRIAGE	Evli bir karakteri silemezsin.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Kiþisel dükkanýnda hâlâ eþyalar var.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Silme kodu yanlýþ.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Bu karakteri oluþturduktan hemen sonra silemezsin. Bekleme süresi: %s
SELECT_CHANGED_NAME	Karakterin adýný deðiþtirdin
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Bu karakter adý kullanýlýyor
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Tekrar dene.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Bu karakter adý yanlýþ.
SELECT_CHANGE_NAME_TITLE	Karakter adýný deðiþtir
SELECT_DELEING	Silme iþlemi baþlatýlýyor...
SELECT_DELETED	Baþarýyla silindi.
SELECT_DO_YOU_DELETE_REALLY	Devam etmek istiyor musun?
SELECT_EMPTY_SLOT	Bu boþ bir alan.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Yeni karakter adý gir.
SELECT_METINSTONE_NOT_ENOUGH_INVENTORY_SPACE	Envanterde yeterli boþluk yok.
SELECT_NOT_JOIN_GUILD	Lonca yok
SELECT_REWARD_BOX_CANT_MOVE_ITEM	Bir eþya seçerken eþya taþýyamazsýn.
SELECT_REWARD_BOX_CANT_USE_ITEM	Bir eþya seçerken bunu kullanamazsýn.
SELECT_REWARD_BOX_CANT_USE_OTHER_WINDOW	Bir eþya seçerken lonca deposuna eriþemez veya ticaret yapamazsýn.
SELECT_REWARD_BOX_CANT_USE_POLYMORPHING	Dönüþmüþ halde eþya seçemezsin.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_1	Kutuyu açmak için envanterde yeterli alan yok.
SELECT_REWARD_BOX_NEED_INVENTORY_SPACE_2	Eþyayý kabul etmek için envanterde yeterli alan yok.
SELECT_REWARD_BOX_SELECT_ITEM_FIRST	Ödül olarak almak istediðin bir eþya seçmelisin.
SELECT_REWARD_BOX_USE_AFTER_TIME_LIMIT	Lütfen daha sonra tekrar dene.
SERVER_NOTIFY_CLOSED	Kapalý sunucu: Sadece kapatmadan önce oluþturulan hesaplar buraya girebilir.
SERVER_STATUS_CLOSE	KAPALI
SERVER_STATUS_NEW	YENÝ
SERVER_STATUS_SPECIAL	ÖZEL
SERVER_STATUS_STANDBY	KAPALI
SET_ITEM_CLEAR_CONFIRM_QUESTION	Set etkisini kaldýrmak istiyor musun?
SET_ITEM_CLEAR_CONFIRM_QUESTION_1	Bu eþyanýn %d bonusu/zihin taþý var.
SET_ITEM_CLEAR_CONFIRM_QUESTION_2	Emin misin?
SET_ITEM_DO_NOT_EQUIP_ITEM	Kuþanýlan eþyalara set etkileri veremezsin.
SET_ITEM_DO_NOT_SEAL_ITEM	Bunu ruha baðlý bir eþyayla yapamazsýn.
SHOP_BUY_INFO	Market penceresinden satýn almak istediðin nesneyi seç.
SHOP_CANNOT_SELL_EQUIPMENT	Kullanýlmakta olan nesneleri satamazsýn.
SHOP_CANNOT_SELL_ITEM	Bu eþya satýlamaz.
SHOP_ERROR_UNKNOWN	Bilinmeyen market hatasý: %s
SHOP_EXCEED_LIMIT_TODAY	Günlük puan kullanýmý limitini aþtýn.
SHOP_INVALID_POS	Bu eþya burada kullanýlamaz.
SHOP_INVENTORY_FULL	Envanterde boþ alan yok.
SHOP_LIMITED_DATA_LOADING	Veriler þu anda yükleniyor. Daha sonra tekrar dene.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Kalan nesneler: %d
SHOP_LIMITED_PURCHASE_OVER	Tükendi
SHOP_LIMIT_TODAY	Günlük limit: %d/%d
SHOP_MY_BATTLE_POINT	Savaþ Puaný: %d
SHOP_MY_MEDAL_OF_HONOR	Onur madalyasý: %d
SHOP_MY_TREE_FRUIT	Acý dutlar: %d
SHOP_MY_YELLOW_FRUIT	Altýn dutlar: %d
SHOP_NOT_ENOUGH_10TH_COIN	Yeterince yýl dönümü parasýna sahip deðilsin.
SHOP_NOT_ENOUGH_BATTLE_POINT	Savaþ puanýn yetersiz.
SHOP_NOT_ENOUGH_BNW	Yeterli Kahin Jetonuna sahip deðilsin.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Lonca seviyesi çok düþük.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Yetersiz onur madalyasý.
SHOP_NOT_ENOUGH_MONEY	Yeterli Won veya Yang yok
SHOP_NOT_ENOUGH_MONEY_EX	Yeterli Yang'a sahip deðilsin.
SHOP_SELL_CHECKBOX_MESSAGE_1	Pencereyi yeniden açana kadar satýþ için onay isteði almayacaksýn.
SHOP_SELL_CHECKBOX_MESSAGE_2	Pencereyi yeniden açana kadar, 3 veya daha fazla niteliðe sahip ürünleri satarken onay istemi almayacaksýn.
SHOP_SELL_INFO	Envanter penceresinden satmak istediðin nesneyi seç.
SHOP_SOLDOUT	Satýldý
SHOT_ERROR_UNKNOWN	Uzaktan saldýrý esnasýnda belirsiz hata: %s
SKILL_BLEEDING	Kanama
SKILL_BOHO	Yansýtma
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Bu beceriyi öðrenmek için EXP e ihtiyacýn var.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Bu beceriyi ögrenmek için bir kitaba ihtiyacýn var.
SKILL_CHEONGEUN	Güçlü Beden
SKILL_CRITICAL	Kritik Vuruþ
SKILL_ENCHANT_POISON	Zehir Uygulama
SKILL_EUNHYEONG	Kamuflaj
SKILL_FAINT	Sersemletme
SKILL_FIND_TRAP	Tuzak Kurma
SKILL_FIRE	Sürekli Ateþ
SKILL_FISHMIND	Balýkçýlýk Küresi etkin
SKILL_GAMJI	Yakalama
SKILL_GEOMGYEONG	Hava Kýlýcý
SKILL_GICHEON	Ejderha Yardýmý
SKILL_GIGONG	Chi Dönüþü
SKILL_GONGPO	Dehþet
SKILL_GRADE_NAME_GRAND_MASTER	%s Grand Master
SKILL_GRADE_NAME_MASTER	%s Master
SKILL_GRADE_NAME_PERFECT_MASTER	%s Perfect Master
SKILL_GROUP_ASSASSIN_1	Býçak
SKILL_GROUP_ASSASSIN_2	Ok
SKILL_GROUP_HORSE	Binicilik
SKILL_GROUP_SHAMAN_1	EjderGücü
SKILL_GROUP_SHAMAN_2	Iyileþtirme
